state,electoral.district,office.name,official.name,address,phone,website,email,facebook,twitter
CA,San Bernardino County,Auditor-Controller/Treasurer/Tax Collector,Larry Walker,,(909) 387.8306,http://www.sbcounty.gov/acr/,,,
CA,San Bernardino County,Assessor-Recorder/County Clerk,Bob Dutton,,(909) 387.8307,http://www.sbcounty.gov/arc/,,,
CA,San Bernardino County,District Attorney,Michael A. Ramos,,(909) 387.8309,http://www.sbcounty.gov/da/,,,
CA,San Bernardino County,Sheriff / Coroner,John McMahon,,(909) 884.0156,http://www.sbcounty.gov/sheriff/,,,
CA,San Bernardino County,Superintendent of Schools,Ted Alejandre,,(909) 888.3228,http://www.sbcss.k12.ca.us,,,
CA,San Diego County Council  District 1,San Diego County Supervisor  District 1,Greg Cox,,(619) 531-5430,http://www.gregcox.com/,,,
CA,San Diego County Council  District 2 ,San Diego County Supervisor  District 2 ,Dianne Jacob,,(619) 531-5430,http://www.diannejacob.com/,,,
CA,San Diego County Council  District 3,San Diego County Supervisor  District 3,Dave Roberts,,(619) 531-5430,http://www.supervisordaveroberts.com/,,,
CA,San Diego County Council  District 4 ,San Diego County Supervisor  District 4 ,Ron Roberts,,(619) 531-5430,http://www.ronroberts.com/,,,
CA,San Diego County Council  District 5,San Diego County Supervisor  District 5,Bill Horn,,(619) 531-5430,http://billhorn.com/,,,
CA,San Diego County,Assessor,"Ernest J. Dronenburg, Jr.",,,https://arcc.sdcounty.ca.gov/Pages/default.aspx,,,
CA,San Diego County,District Attorney,Bonnie M. Dumanis,,,http://www.sdcda.org/,,,
CA,San Diego County,Sheriff,Bill Gore,,,http://www.sdsheriff.net/,,,
CA,San Diego County,Treasurer,"
Dan Mcallister",,,http://www.sdtreastax.com/,,,
CA,Santa Clara County Council District 1,County Supervisor District 1,Mike Wasserman,"Tenth Floor - East Wing 70 West Hedding Street San Jose, CA 95110",408-299-5001,http://www.sccgov.org/sites/scc/Pages/Elected-Officials.aspx,,,
CA,Santa Clara County Council District 2,County Supervisor District 2,Cindy Chavez,"Tenth Floor - East Wing 70 West Hedding Street San Jose, CA 95110",408-299-5001,http://www.sccgov.org/sites/scc/Pages/Elected-Officials.aspx,,,
CA,Santa Clara County Council District 3,County Supervisor District 3,Dave Cortese,"Tenth Floor - East Wing 70 West Hedding Street San Jose, CA 95110",408-299-5001,http://www.sccgov.org/sites/scc/Pages/Elected-Officials.aspx,,,
CA,Santa Clara County Council District 4,County Supervisor District 4,Ken Yeager,"Tenth Floor - East Wing 70 West Hedding Street San Jose, CA 95110",408-299-5001,http://www.sccgov.org/sites/scc/Pages/Elected-Officials.aspx,,,
CA,Santa Clara County Council District 5,County Supervisor District 5,Joe Simitian,"Tenth Floor - East Wing 70 West Hedding Street San Jose, CA 95110",408-299-5001,http://www.sccgov.org/sites/scc/Pages/Elected-Officials.aspx,,,
CA,Santa Clara County,County Assessor,Lawrence E. Stone,,,http://www.sccgov.org/sites/scc/Pages/Elected-Officials.aspx,,,
CA,Santa Clara County,District Attorney,Jeffrey Rosen,,,http://www.sccgov.org/sites/scc/Pages/Elected-Officials.aspx,,,
CA,Santa Clara County,County Sheriff,Laurie Smith,,,http://www.sccgov.org/sites/scc/Pages/Elected-Officials.aspx,,,
NY,Suffolk County Council District 1,County Legislator District 1,Leg. Albert Krupski,"William H. Rogers Building, North County Complex Smithtown, NY 11787",(631) 853-4070,http://suffolkcountyny.gov/do1/home.aspx,,,
NY,Suffolk County Council District 2,County Legislator District 2,Leg. Bridget Fleming,"William H. Rogers Building, North County Complex Smithtown, NY 11787",(631) 853-4070,http://www.suffolkcountyny.gov/do2/Home.aspx,,,
NY,Suffolk County Council District 3,County Legislator District 3,Leg. Kate M. Browning,"William H. Rogers Building, North County Complex Smithtown, NY 11787",(631) 853-4070,http://legis.suffolkcountyny.gov/do/do03/do03.html,,,
NY,Suffolk County Council District 4,County Legislator District 4,Leg. Tom Muratore,"William H. Rogers Building, North County Complex Smithtown, NY 11787",(631) 853-4070,http://legis.suffolkcountyny.gov/do/do04/do04.html,,,
NY,Suffolk County Council District 5,County Legislator District 5,Leg. Kara Hahn,"William H. Rogers Building, North County Complex Smithtown, NY 11787",(631) 853-4070,http://suffolkcountyny.gov/do5/home.aspx,,,
NY,Suffolk County Council District 6,County Legislator District 6,Leg. Sarah Anker,"William H. Rogers Building, North County Complex Smithtown, NY 11787",(631) 853-4070,http://suffolkcountyny.gov/do6/home.aspx,,,
NY,Suffolk County Council District 7,County Legislator District 7,Leg. Robert Calarco,"William H. Rogers Building, North County Complex Smithtown, NY 11787",(631) 853-4070,http://suffolkcountyny.gov/do7/home.aspx,,,
NY,Suffolk County Council District 8,County Legislator District 8,Leg. William J. Lindsay III,"William H. Rogers Building, North County Complex Smithtown, NY 11787",(631) 853-4070,http://suffolkcountyny.gov/do8/home.aspx,,,
NY,Suffolk County Council District 9,County Legislator District 9,Leg. Monica R. Martinez,"William H. Rogers Building, North County Complex Smithtown, NY 11787",(631) 853-4070,http://legis.suffolkcountyny.gov/do/do09/do09.html,,,
NY,Suffolk County Council District 10,County Legislator District 10,Leg. Tom Cilmi,"William H. Rogers Building, North County Complex Smithtown, NY 11787",(631) 853-4070,http://suffolkcountyny.gov/do10/home.aspx,,,
NY,Suffolk County Council District 11,County Legislator District 11,Leg. Thomas F. Barraga,"William H. Rogers Building, North County Complex Smithtown, NY 11787",(631) 853-4070,http://suffolkcountyny.gov/do11/home.aspx,,,
NY,Suffolk County Council District 12,County Legislator District 12,Leg. Leslie Kennedy,"William H. Rogers Building, North County Complex Smithtown, NY 11787",(631) 853-4070,http://legis.suffolkcountyny.gov/do/do12/do12.html,,,
NY,Suffolk County Council District 13,County Legislator District 13,Leg. Robert Trotta,"William H. Rogers Building, North County Complex Smithtown, NY 11787",(631) 853-4070,http://legis.suffolkcountyny.gov/do/do13/do13.html,,,
NY,Suffolk County Council District 14,County Legislator District 14,Leg. Kevin J. McCaffrey,"William H. Rogers Building, North County Complex Smithtown, NY 11787",(631) 853-4070,http://suffolkcountyny.gov/do14/home.aspx,,,
NY,Suffolk County Council District 15,County Legislator District 15,Leg. DuWayne Gregory,"William H. Rogers Building, North County Complex Smithtown, NY 11787",(631) 853-4070,http://suffolkcountyny.gov/do15/home.aspx,,,
NY,Suffolk County Council District 16,County Legislator District 16,Leg. Steve Stern,"William H. Rogers Building, North County Complex Smithtown, NY 11787",(631) 853-4070,http://suffolkcountyny.gov/do16/home.aspx,,,
NY,Suffolk County Council District 17,County Legislator District 17,Leg. Lou D'Amaro,"William H. Rogers Building, North County Complex Smithtown, NY 11787",(631) 853-4070,http://suffolkcountyny.gov/do17/home.aspx,,,
NY,Suffolk County,Comptroller,"John M. Kennedy, Jr.",,,http://suffolkcountyny.gov/comptroller/Home.aspx,,,
NY,Suffolk County,District Attorney,Thomas J. Spota,,,http://suffolkcountyny.gov/da/Home.aspx,,,
NY,Suffolk County,Sheriff,Vincent F. DeMarco,,,http://suffolkcountyny.gov/sheriff/Home.aspx,,,
NY,Suffolk County,County Clerk,Judith A. Pascale,,,http://suffolkcountyny.gov/Departments/countyclerk.aspx,,,
TX,Tarrant County,County Judge,B. Glen Whitley,"100 E. Weatherford, Fort Worth, Texas 76196",817-884-1441,http://access.tarrantcounty.com/en/commissioners-court.html,,,
TX,Tarrant County Council District 1,Tarrant County Commissioner Precinct 1,Roy Charles Brooks,"100 E. Weatherford, Fort Worth, Texas 76196",817-370-4500,http://access.tarrantcounty.com/en/commissioners-court.html,,,
TX,Tarrant County Council District 2,Tarrant County Commissioner Precinct 2,Andy Nguyen,"100 E. Weatherford, Fort Worth, Texas 76196",817-548-3900,http://access.tarrantcounty.com/en/commissioners-court.html,,,
TX,Tarrant County Council District 3,Tarrant County Commissioner Precinct 3,Gary Fickes,"100 E. Weatherford, Fort Worth, Texas 76196",817-581-3600,http://access.tarrantcounty.com/en/commissioners-court.html,,,
TX,Tarrant County Council District 4,Tarrant County Commissioner Precinct 4,J. D. Johnson,"100 E. Weatherford, Fort Worth, Texas 76196",817-238-4400,http://access.tarrantcounty.com/en/commissioners-court.html,,,
TX,Tarrant County,County Clerk,Mary Louise Garcia,,817-884-1195,http://access.tarrantcounty.com//en/county/supermenu-contents/government/elected-county-officials.html#,,,
TX,Tarrant County,District Clerk,Thomas A. Wilder,,817-884-1574,http://access.tarrantcounty.com//en/county/supermenu-contents/government/elected-county-officials.html#,,,
TX,Tarrant County,Sheriff,Dee B. Anderson,,817-884-3099,http://access.tarrantcounty.com//en/county/supermenu-contents/government/elected-county-officials.html#,,,
TX,Tarrant County,Tax Assessor-Collector,Ronald J. Wright,,817-884-1100,http://access.tarrantcounty.com//en/county/supermenu-contents/government/elected-county-officials.html#,,,
TX,Tarrant County,Criminal District Attorney,Sharen Wilson,,817-884-1400,http://access.tarrantcounty.com//en/county/supermenu-contents/government/elected-county-officials.html#,,,
TX,Tarrant County,County Criminal Court No. 1,David Cook,,817-884-1337,http://access.tarrantcounty.com//en/county/supermenu-contents/government/elected-county-officials.html#,,,
TX,Tarrant County,County Criminal Court No. 2,Carey F. Walker,,817-884-1338,http://access.tarrantcounty.com//en/county/supermenu-contents/government/elected-county-officials.html#,,,
TX,Tarrant County,County Criminal Court No. 3,Bob McCoy,,817-884-1374,http://access.tarrantcounty.com//en/county/supermenu-contents/government/elected-county-officials.html#,,,
TX,Tarrant County,County Criminal Court No. 4,Deborah Nekhom,,817-884-1426,http://access.tarrantcounty.com//en/county/supermenu-contents/government/elected-county-officials.html#,,,
TX,Tarrant County,County Criminal Court No. 5,Jamie Cummings,,817-884-2726,http://access.tarrantcounty.com//en/county/supermenu-contents/government/elected-county-officials.html#,,,
TX,Tarrant County,County Criminal Court No. 6,Molly Jones,,817-884-2745,http://access.tarrantcounty.com//en/county/supermenu-contents/government/elected-county-officials.html#,,,
TX,Tarrant County,County Criminal Court No. 7,Cheril Hardy,,817-884-2773,http://access.tarrantcounty.com//en/county/supermenu-contents/government/elected-county-officials.html#,,,
TX,Tarrant County,County Criminal Court No. 8,"Charles ""Chuck"" Vanover",,817-884-3400,http://access.tarrantcounty.com//en/county/supermenu-contents/government/elected-county-officials.html#,,,
TX,Tarrant County,County Criminal Court No. 9,Brent A. Carr,,817-884-3410,http://access.tarrantcounty.com//en/county/supermenu-contents/government/elected-county-officials.html#,,,
TX,Tarrant County,County Criminal Court No. 10,Phil Sorrells,,817-884-3420,http://access.tarrantcounty.com//en/county/supermenu-contents/government/elected-county-officials.html#,,,
TX,Tarrant County,County Court at Law No. 1,Don Pierson,,817-884-1457,http://access.tarrantcounty.com//en/county/supermenu-contents/government/elected-county-officials.html#,,,
TX,Tarrant County,County Court at Law No. 2,Jennifer Rymell,,817-884-1813,http://access.tarrantcounty.com//en/county/supermenu-contents/government/elected-county-officials.html#,,,
TX,Tarrant County,County Court at Law No. 3,Mike Hrabal,,817-884-1095,http://access.tarrantcounty.com//en/county/supermenu-contents/government/elected-county-officials.html#,,,
TX,Tarrant County,County Probate Court No. 1,Steve M. King,,817-212-7238,http://access.tarrantcounty.com//en/county/supermenu-contents/government/elected-county-officials.html#,,,
TX,Tarrant County,County Probate Court No. 2,Pat Ferchill,,817-884-1415,http://access.tarrantcounty.com//en/county/supermenu-contents/government/elected-county-officials.html#,,,
MI,Wayne County,County Executive,Warren C. Evans,,(313) 224-0286,http://www.waynecounty.com/executive/index.htm,CEOHelp@waynecounty.com,,
MI,Wayne County,County Clerk,Cathy M. Garrett,,(313) 224-6262,http://www.waynecounty.com/clerk/index.htm,clerkhelp@waynecounty.com,,
MI,Wayne County,County Prosecutor ,Kym L. Worthy,,(313) 224 - 5777,http://www.waynecounty.com/prosecutor/index.htm,prosecutor@waynecounty.com,,
MI,Wayne County,County Treasurer,Richard P. Hathaway,,(313) 224-5990,http://www.waynecounty.com/treasurer/index.htm,taxinfo@waynecounty.comWayne County Treasurer,,
MI,Wayne County,Register of Deeds,Bernard J. Youngblood,,(313) 224-5850,http://www.waynecounty.com/deeds/index.htm,rodhelp@waynecounty.com,,
MI,Wayne County,County Sheriff,Benny N. Napoleon,,(313) 224-2222,http://www.waynecounty.com/sheriff/index.htm,sheriffhelp@waynecounty.com,,
MI,Wayne County Council District 1,Commissioner District 1,Timothy Killeen,"500 Griswold St. 7th Floor, Detroit, MI 48226",(313) 224-0920,http://www.waynecounty.com/commission/district1.htm,tkilleen@co.wayne.mi.us,,
MI,Wayne County Council District 2,Commissioner District 2,Jewel Ware,"500 Griswold St. 7th Floor, Detroit, MI 48226",(313) 224-0916,http://www.waynecounty.com/commission/district2.htm,jstaff@co.wayne.mi.us,,
MI,Wayne County Council District 3,Commissioner District 3,Martha G. Scott,"500 Griswold St. 7th Floor, Detroit, MI 48226",(313) 224-0878,http://www.waynecounty.com/commission/district3.htm,mscott2@waynecounty.com,,
MI,Wayne County Council District 4,Commissioner District 4,Ilona Varga,"500 Griswold St. 7th Floor, Detroit, MI 48226",(313) 224-0886,http://www.waynecounty.com/commission/district4.htm,ivarga@waynecounty.com,,
MI,Wayne County Council District 5,Commissioner District 5,Irma Clark-Coleman,"500 Griswold St. 7th Floor, Detroit, MI 48226",(313) 224-0942,http://www.waynecounty.com/commission/district5.htm,iclark@co.wayne.mi.us,,
MI,Wayne County Council District 6,Commissioner District 6,Burton Leland,"500 Griswold St. 7th Floor, Detroit, MI 48226",(313) 224-0884,http://www.waynecounty.com/commission/district6.htm,bleland@waynecounty.com,,
MI,Wayne County Council District 7,Commissioner District 7,Alisha Bell,"500 Griswold St. 7th Floor, Detroit, MI 48226",(313) 224-0936,http://www.waynecounty.com/commission/district7.htm,abell3@waynecounty.com,,
MI,Wayne County Council District 8,Commissioner District 8,Diane Webb,"500 Griswold St. 7th Floor, Detroit, MI 48226",(313) 224-0930,http://www.waynecounty.com/commission/district8.htm,dwebb1@waynecounty.com,,
MI,Wayne County Council District 9,Commissioner District 9,Terry Marecki,"500 Griswold St. 7th Floor, Detroit, MI 48226",(313) 224-0946,http://www.waynecounty.com/commission/district9.htm,tmarecki@waynecounty.comTerry Marecki,,
MI,Wayne County Council District 10,Commissioner District 10,Joe Barone,"500 Griswold St. 7th Floor, Detroit, MI 48226",313-224-0882,http://www.waynecounty.com/commission/district10.htm,jbarone@waynecounty.comJoe Barone,,
MI,Wayne County Council District 11,Commissioner District 11,Al Haidous,"500 Griswold St. 7th Floor, Detroit, MI 48226",(313) 224-0944,http://www.waynecounty.com/commission/district11.htm,"ahaidous@waynecounty.comAbdul ""Al"" Haidous",,
MI,Wayne County Council District 12,Commissioner District 12,Glenn S. Anderson,"500 Griswold St. 7th Floor, Detroit, MI 48226",(313) 224-8855,http://www.waynecounty.com/commission/district12.htm,district12@waynecounty.com,,
MI,Wayne County Council District 13,Commissioner District 13,Gary Woronchak,"500 Griswold St. 7th Floor, Detroit, MI 48226",,http://www.waynecounty.com/commission/district13.htm,gworonch@waynecounty.comWayne County Commissioner,,
MI,Wayne County Council District 14,Commissioner District 14,Raymond Basham,"500 Griswold St. 7th Floor, Detroit, MI 48226",(313) 224-0876,http://www.waynecounty.com/commission/district14.htm,rbasham@waynecounty.com,,
MI,Wayne County Council District 15,Commissioner District 15,Joseph Palamara,"500 Griswold St. 7th Floor, Detroit, MI 48226",(313) 224-0880,http://www.waynecounty.com/commission/district15.htm,jpalamar@waynecounty.com,,
